Date,Ticker,Close,Return,Is_Circuit,Circuit_Freq_20d,Circuit_Streak
2023-09-13,21STCENMGM_NS,19.1747,-0.019803599818015383,0,1.0,0
2023-09-14,21STCENMGM_NS,19.3684,0.010101852962497437,0,1.0,0
2023-09-17,21STCENMGM_NS,18.981,-0.020001652175708817,0,1.0,0
2023-09-19,21STCENMGM_NS,18.6421,-0.017854696802065306,0,1.0,0
2023-09-20,21STCENMGM_NS,18.7389,0.005192548049844259,0,1.0,0
2023-09-21,21STCENMGM_NS,18.4,-0.018085373207605726,0,1.0,0
2023-09-24,21STCENMGM_NS,18.4,0.0,0,1.0,0
2023-09-25,21STCENMGM_NS,18.5452,0.007891304347826145,0,1.0,0
2023-09-26,21STCENMGM_NS,18.8842,0.01827966266203651,0,1.0,0
2023-09-27,21STCENMGM_NS,18.8357,-0.002568284597706083,0,1.0,0
2023-09-28,21STCENMGM_NS,19.0294,0.010283663468838355,0,0.0,0
2023-10-02,21STCENMGM_NS,19.0294,0.0,0,0.0,0
2023-10-03,21STCENMGM_NS,18.7873,-0.012722418993767581,0,0.0,0
2023-10-04,21STCENMGM_NS,18.8842,0.005157739536814754,0,0.0,0
2023-10-05,21STCENMGM_NS,18.5936,-0.015388525857595314,0,0.0,0
2023-10-08,21STCENMGM_NS,18.3515,-0.013020609241889525,0,0.0,0
2023-10-09,21STCENMGM_NS,18.4968,0.007917608914802532,0,0.0,0
2023-10-10,21STCENMGM_NS,18.4,-0.005233337658405834,0,0.0,0
2023-10-11,21STCENMGM_NS,18.3031,-0.005266304347825934,0,0.0,0
2023-10-12,21STCENMGM_NS,18.4484,0.007938545929377927,0,0.0,0
2023-10-15,21STCENMGM_NS,18.3515,-0.005252488020641266,0,0.0,0
2023-10-16,21STCENMGM_NS,18.6905,0.018472604419257133,0,0.0,0
2023-10-17,21STCENMGM_NS,18.7389,0.0025895508413364965,0,0.0,0
2023-10-18,21STCENMGM_NS,18.6421,-0.00516572477573396,0,0.0,0
2023-10-19,21STCENMGM_NS,18.5936,-0.0026016382274529626,0,0.0,0
2023-10-22,21STCENMGM_NS,18.2547,-0.018226701660786437,0,0.0,0
2023-10-24,21STCENMGM_NS,17.9157,-0.018570559910598305,0,0.0,0
2023-10-25,21STCENMGM_NS,17.9157,0.0,0,0.0,0
2023-10-26,21STCENMGM_NS,17.7221,-0.01080616442561555,0,0.0,0
2023-10-29,21STCENMGM_NS,17.6736,-0.002736695989752902,0,0.0,0
2023-10-30,21STCENMGM_NS,17.5284,-0.008215643671917405,0,0.0,0
2023-10-31,21STCENMGM_NS,17.3831,-0.008289404623354257,0,0.0,0
2023-11-01,21STCENMGM_NS,17.5768,0.011143006713417059,0,0.0,0
2023-11-02,21STCENMGM_NS,17.48,-0.005507259569432321,0,0.0,0
2023-11-05,21STCENMGM_NS,17.5284,0.0027688787185355945,0,0.0,0
2023-11-06,21STCENMGM_NS,17.2378,-0.016578809246708293,0,0.0,0
2023-11-07,21STCENMGM_NS,17.4315,0.011236932787246579,0,0.0,0
2023-11-08,21STCENMGM_NS,17.7705,0.019447551845796385,1,1.0,1
2023-11-09,21STCENMGM_NS,18.1094,0.01907093216285438,1,2.0,2
2023-11-12,21STCENMGM_NS,18.7873,0.03743359802091728,0,2.0,0
2023-11-14,21STCENMGM_NS,19.1263,0.018044104261921712,0,2.0,0
2023-11-15,21STCENMGM_NS,19.4652,0.01771905700527543,0,2.0,0
2023-11-16,21STCENMGM_NS,19.8526,0.01990218441115421,1,3.0,1
2023-11-19,21STCENMGM_NS,20.2399,0.019508779706436385,1,4.0,2
2023-11-20,21STCENMGM_NS,20.6273,0.019140410772780614,1,5.0,3
2023-11-21,21STCENMGM_NS,21.0147,0.018780935944112898,0,5.0,0
2023-11-22,21STCENMGM_NS,21.402,0.01842995617353571,0,5.0,0
2023-11-23,21STCENMGM_NS,21.7894,0.018101112045603163,0,5.0,0
2023-11-27,21STCENMGM_NS,22.2252,0.020000550726499977,1,6.0,1
2023-11-28,21STCENMGM_NS,22.661,0.019608372478088,1,7.0,2
2023-11-29,21STCENMGM_NS,23.0968,0.019231278407837227,1,8.0,3
2023-11-30,21STCENMGM_NS,23.5326,0.01886841467216227,0,8.0,0
2023-12-03,21STCENMGM_NS,23.9684,0.018518990676763325,0,8.0,0
2023-12-04,21STCENMGM_NS,24.4041,0.018178101166536065,0,8.0,0
2023-12-05,21STCENMGM_NS,24.8884,0.01984502604070637,1,9.0,1
2023-12-06,21STCENMGM_NS,25.3726,0.019454846434483475,1,10.0,2
2023-12-07,21STCENMGM_NS,25.8568,0.019083578348296992,1,11.0,3
2023-12-10,21STCENMGM_NS,26.341,0.018726215154234227,0,10.0,0
2023-12-11,21STCENMGM_NS,26.8252,0.018381990053528696,0,9.0,0
2023-12-12,21STCENMGM_NS,27.3578,0.019854465204360183,1,10.0,1
2023-12-13,21STCENMGM_NS,27.8904,0.01946793967351179,1,11.0,2
2023-12-14,21STCENMGM_NS,28.4231,0.019099761925250425,1,12.0,3
2023-12-17,21STCENMGM_NS,28.9557,0.018738279779475064,0,11.0,0
2023-12-18,21STCENMGM_NS,29.4883,0.018393615074061342,0,10.0,0
2023-12-19,21STCENMGM_NS,30.0694,0.019706120732629673,1,10.0,1
2023-12-20,21STCENMGM_NS,30.6504,0.019321968512840293,1,11.0,2
2023-12-21,21STCENMGM_NS,31.2315,0.01895896954036491,0,11.0,0
2023-12-25,21STCENMGM_NS,31.8125,0.018603012983686273,0,11.0,0
2023-12-26,21STCENMGM_NS,31.1831,-0.019784675834970566,0,10.0,0
2023-12-27,21STCENMGM_NS,31.6189,0.013975518790626973,0,9.0,0
2023-12-28,21STCENMGM_NS,31.9094,0.009187542893649203,0,8.0,0
2023-12-31,21STCENMGM_NS,31.2799,-0.019727729133108163,0,8.0,0
2024-01-01,21STCENMGM_NS,30.6504,-0.020124744644324344,0,8.0,0
2024-01-02,21STCENMGM_NS,30.0694,-0.0189557069402031,0,8.0,0
2024-01-03,21STCENMGM_NS,29.4883,-0.019325294152859773,0,7.0,0
2024-01-04,21STCENMGM_NS,30.0694,0.019706120732629673,1,7.0,1
2024-01-07,21STCENMGM_NS,30.6504,0.019321968512840293,1,7.0,2
2024-01-08,21STCENMGM_NS,31.2315,0.01895896954036491,0,7.0,0
2024-01-09,21STCENMGM_NS,31.8125,0.018603012983686273,0,7.0,0
2024-01-10,21STCENMGM_NS,32.442,0.0197878192534382,1,7.0,1
2024-01-11,21STCENMGM_NS,33.0715,0.019403859194870865,1,7.0,2
2024-01-14,21STCENMGM_NS,33.701,0.019034516124155187,1,7.0,3
2024-01-15,21STCENMGM_NS,34.3304,0.01867600367941602,0,7.0,0
2024-01-16,21STCENMGM_NS,35.0083,0.019746347260736874,1,8.0,1
2024-01-17,21STCENMGM_NS,35.6862,0.019363979399171116,1,8.0,2
2024-01-18,21STCENMGM_NS,36.3641,0.01899613856336635,0,7.0,0
2024-01-22,21STCENMGM_NS,37.8167,0.03994599068861859,0,7.0,0
2024-01-23,21STCENMGM_NS,38.5431,0.01920844494628038,1,8.0,1
2024-01-24,21STCENMGM_NS,39.2694,0.018843839753418745,0,8.0,0
2024-01-28,21STCENMGM_NS,40.0441,0.019727828792902358,1,9.0,1
2024-01-29,21STCENMGM_NS,40.8188,0.019346170846641586,1,10.0,2
2024-01-30,21STCENMGM_NS,41.5936,0.018981449724146726,0,10.0,0
2024-01-31,21STCENMGM_NS,42.4167,0.01978910216956442,1,11.0,1
2024-02-01,21STCENMGM_NS,41.5936,-0.019405092805428015,0,11.0,0
2024-02-04,21STCENMGM_NS,40.7704,-0.01979150638559779,0,11.0,0
2024-02-05,21STCENMGM_NS,39.9473,-0.020188666287306534,0,10.0,0
2024-02-06,21STCENMGM_NS,40.722,0.01939305034382799,1,10.0,1
2024-02-07,21STCENMGM_NS,41.4967,0.019024114729139008,1,11.0,2
2024-02-08,21STCENMGM_NS,42.3199,0.0198377220357282,1,12.0,3
2024-02-11,21STCENMGM_NS,43.143,0.0194494788503754,1,12.0,4
2024-02-12,21STCENMGM_NS,43.5788,0.010101291055327533,0,11.0,0
2024-02-13,21STCENMGM_NS,44.4504,0.020000550726499977,1,11.0,1
2024-02-14,21STCENMGM_NS,45.322,0.019608372478088,1,12.0,2
2024-02-15,21STCENMGM_NS,46.1936,0.019231278407837227,1,12.0,3
2024-02-18,21STCENMGM_NS,47.1136,0.019916178864604506,1,12.0,4
2024-02-19,21STCENMGM_NS,48.0336,0.019527270257420293,1,13.0,5
2024-02-20,21STCENMGM_NS,48.9536,0.019153259385097154,1,14.0,6
2024-02-21,21STCENMGM_NS,49.922,0.019781997646751037,1,14.0,7
2024-02-22,21STCENMGM_NS,50.8904,0.019398261287608687,1,15.0,8
2024-02-25,21STCENMGM_NS,51.8104,0.018078065804159493,0,14.0,0
2024-02-26,21STCENMGM_NS,50.7935,-0.019627333508330347,0,13.0,0
2024-02-27,21STCENMGM_NS,49.7767,-0.02001830942935623,0,13.0,0
2024-02-28,21STCENMGM_NS,48.8083,-0.01945488551872654,0,12.0,0
2024-02-29,21STCENMGM_NS,47.8399,-0.01984088771786774,0,12.0,0
2024-03-03,21STCENMGM_NS,47.8399,0.0,0,12.0,0
2024-03-04,21STCENMGM_NS,48.7599,0.019230809428949502,1,13.0,1
2024-03-05,21STCENMGM_NS,47.7914,-0.01986263302426783,0,12.0,0
2024-03-06,21STCENMGM_NS,47.4525,-0.007091233987704948,0,11.0,0
2024-03-10,21STCENMGM_NS,46.5325,-0.01938780886149316,0,10.0,0
2024-03-11,21STCENMGM_NS,45.6125,-0.019771127706441738,0,9.0,0
2024-03-12,21STCENMGM_NS,44.6925,-0.02016990956426401,0,9.0,0
2024-03-13,21STCENMGM_NS,43.8209,-0.01950215360519103,0,8.0,0
2024-03-14,21STCENMGM_NS,42.9494,-0.01988777044743495,0,7.0,0
2024-03-17,21STCENMGM_NS,43.0462,0.0022538149543416264,0,6.0,0
2024-03-18,21STCENMGM_NS,42.3199,-0.01687256947186977,0,5.0,0
2024-03-19,21STCENMGM_NS,41.4967,-0.019451841804919212,0,4.0,0
2024-03-20,21STCENMGM_NS,40.6736,-0.019835312205548794,0,3.0,0
2024-03-21,21STCENMGM_NS,39.8988,-0.01904921128201087,0,2.0,0
2024-03-25,21STCENMGM_NS,40.5767,0.016990485929401444,0,1.0,0
2024-03-26,21STCENMGM_NS,40.2862,-0.007159281065241885,0,1.0,0
2024-03-27,21STCENMGM_NS,40.2862,0.0,0,1.0,0
2024-03-31,21STCENMGM_NS,41.0609,0.019229909993992766,1,2.0,1
2024-04-01,21STCENMGM_NS,41.8357,0.018869532815890766,0,2.0,0
2024-04-02,21STCENMGM_NS,42.6588,0.01967458414703227,1,3.0,1
2024-04-03,21STCENMGM_NS,43.482,0.019297307941151587,1,4.0,2
2024-04-04,21STCENMGM_NS,44.3051,0.01892967204820395,0,3.0,0
2024-04-07,21STCENMGM_NS,45.1767,0.019672678766101237,1,4.0,1
2024-04-08,21STCENMGM_NS,46.0483,0.01929313119373477,1,5.0,2
2024-04-09,21STCENMGM_NS,46.9683,0.01997902202687185,1,6.0,3
2024-04-11,21STCENMGM_NS,47.8883,0.01958767934968919,1,7.0,4
2024-04-14,21STCENMGM_NS,48.8083,0.01921137313289467,1,8.0,5
2024-04-15,21STCENMGM_NS,49.6799,0.01785761847882439,0,8.0,0
2024-04-17,21STCENMGM_NS,50.6483,0.01949279285988892,1,9.0,1
2024-04-18,21STCENMGM_NS,50.5999,-0.0009556095663625364,0,9.0,0
2024-04-21,21STCENMGM_NS,51.5683,0.01913837774382965,1,10.0,1
2024-04-22,21STCENMGM_NS,52.343,0.015022795011664147,0,10.0,0
2024-04-23,21STCENMGM_NS,51.3262,-0.019425711174369087,0,10.0,0
2024-04-24,21STCENMGM_NS,50.3093,-0.019812493424410937,0,10.0,0
2024-04-25,21STCENMGM_NS,49.3409,-0.019248926142880207,0,10.0,0
2024-04-28,21STCENMGM_NS,48.3725,-0.019626719415332783,0,10.0,0
2024-04-29,21STCENMGM_NS,49.0504,0.014014160938549791,0,10.0,0
2024-05-01,21STCENMGM_NS,50.0188,0.019742958263337274,1,10.0,1
2024-05-02,21STCENMGM_NS,50.9388,0.018393084200340803,0,10.0,0
2024-05-05,21STCENMGM_NS,51.8104,0.017110728953175114,0,9.0,0
2024-05-06,21STCENMGM_NS,50.7935,-0.019627333508330347,0,8.0,0
2024-05-07,21STCENMGM_NS,49.7767,-0.02001830942935623,0,8.0,0
2024-05-08,21STCENMGM_NS,48.8083,-0.01945488551872654,0,7.0,0
2024-05-09,21STCENMGM_NS,47.8399,-0.01984088771786774,0,6.0,0
2024-05-12,21STCENMGM_NS,46.9199,-0.019230809428949502,0,5.0,0
2024-05-13,21STCENMGM_NS,45.9999,-0.01960788492729104,0,4.0,0
2024-05-14,21STCENMGM_NS,45.0799,-0.020000043478355267,0,3.0,0
2024-05-15,21STCENMGM_NS,44.2083,-0.019334559304701182,0,3.0,0
2024-05-16,21STCENMGM_NS,43.3367,-0.019715754733839574,0,2.0,0
2024-05-20,21STCENMGM_NS,42.1746,-0.026815608941151536,0,2.0,0
2024-05-21,21STCENMGM_NS,41.642,-0.012628454093221886,0,1.0,0
2024-05-22,21STCENMGM_NS,42.4651,0.019766101532106894,1,2.0,1
2024-05-23,21STCENMGM_NS,43.2883,0.019385330542021517,1,3.0,2
2024-05-26,21STCENMGM_NS,44.1115,0.01901668580193716,1,4.0,3
2024-05-27,21STCENMGM_NS,44.983,0.019756752774219732,1,5.0,4
2024-05-28,21STCENMGM_NS,45.8546,0.01937620878998736,1,6.0,5
2024-05-29,21STCENMGM_NS,46.7262,0.01900790760359916,1,7.0,6
2024-05-30,21STCENMGM_NS,47.6462,0.019689167961443488,1,7.0,7
2024-06-02,21STCENMGM_NS,48.5662,0.01930899001389408,1,8.0,8
2024-06-03,21STCENMGM_NS,48.0336,-0.010966474626386336,0,8.0,0
2024-06-04,21STCENMGM_NS,47.0651,-0.020162969254854946,0,8.0,0
2024-06-05,21STCENMGM_NS,47.9851,0.019547392866476443,1,9.0,1
2024-06-06,21STCENMGM_NS,48.9051,0.0191726181668892,1,10.0,2
2024-06-09,21STCENMGM_NS,49.8832,0.019999959104469722,1,11.0,3
2024-06-10,21STCENMGM_NS,50.8807,0.01999671231997935,1,12.0,4
2024-06-11,21STCENMGM_NS,51.8975,0.019984001792428208,1,13.0,5
2024-06-12,21STCENMGM_NS,52.9338,0.019968206561009616,1,14.0,6
2024-06-13,21STCENMGM_NS,53.9893,0.01994000052896272,1,15.0,7
2024-06-17,21STCENMGM_NS,55.0643,0.01991135280509293,1,16.0,8
2024-06-18,21STCENMGM_NS,56.1586,0.019873130140581008,1,17.0,9
2024-06-19,21STCENMGM_NS,57.2723,0.019831334826722946,1,18.0,10
2024-06-20,21STCENMGM_NS,58.415,0.01995205361055863,1,18.0,11
2024-06-23,21STCENMGM_NS,59.5771,0.019893862877685464,1,18.0,12
2024-06-24,21STCENMGM_NS,60.7683,0.01999425953931966,1,18.0,13
2024-06-25,21STCENMGM_NS,61.9788,0.019919925355818657,1,18.0,14
2024-06-26,21STCENMGM_NS,63.2184,0.020000387229181626,1,18.0,15
2024-06-27,21STCENMGM_NS,64.4773,0.019913506194399133,1,18.0,16
2024-06-30,21STCENMGM_NS,65.7653,0.019976022569183183,1,18.0,17
2024-07-01,21STCENMGM_NS,67.0727,0.019879784628063835,1,18.0,18
2024-07-02,21STCENMGM_NS,68.4091,0.01992464892571788,1,19.0,19
2024-07-03,21STCENMGM_NS,69.7746,0.019960794689595662,1,20.0,20
2024-07-04,21STCENMGM_NS,71.1691,0.01998578279201868,1,20.0,21
2024-07-07,21STCENMGM_NS,72.583,0.01986676802151499,1,20.0,22
2024-07-08,21STCENMGM_NS,74.0259,0.019879310582367804,1,20.0,23
2024-07-09,21STCENMGM_NS,75.4979,0.01988493216563403,1,20.0,24
2024-07-10,21STCENMGM_NS,76.9989,0.01988134769311478,1,20.0,25
2024-07-11,21STCENMGM_NS,78.5387,0.01999768827866366,1,20.0,26
2024-07-14,21STCENMGM_NS,78.5387,0.0,0,19.0,0
2024-07-15,21STCENMGM_NS,78.5387,0.0,0,18.0,0
2024-07-17,21STCENMGM_NS,74.975,-0.04537508260258971,0,17.0,0
2024-07-18,21STCENMGM_NS,73.4739,-0.020021340446815472,0,16.0,0
2024-07-21,21STCENMGM_NS,72.244,-0.016739277484929982,0,15.0,0
2024-07-22,21STCENMGM_NS,73.687,0.019973977077681226,1,15.0,1
2024-07-23,21STCENMGM_NS,75.159,0.01997638660822143,1,15.0,2
2024-07-24,21STCENMGM_NS,76.66,0.019970994824305643,1,15.0,3
2024-07-25,21STCENMGM_NS,78.19,0.01995825723976008,1,15.0,4
2024-07-28,21STCENMGM_NS,79.75,0.01995140043483823,1,15.0,5
2024-07-29,21STCENMGM_NS,81.34,0.019937304075235085,1,15.0,6
2024-07-30,21STCENMGM_NS,82.96,0.01991640029505759,1,15.0,7
2024-07-31,21STCENMGM_NS,84.61,0.019889103182256562,1,15.0,8
2024-08-01,21STCENMGM_NS,86.3,0.019973998345349298,1,15.0,9
2024-08-04,21STCENMGM_NS,88.02,0.01993047508690604,1,15.0,10
2024-08-05,21STCENMGM_NS,89.78,0.019995455578277754,1,15.0,11
2024-08-06,21STCENMGM_NS,91.57,0.019937625306304163,1,15.0,12
2024-08-07,21STCENMGM_NS,93.4,0.01998471114994005,1,15.0,13
2024-08-08,21STCENMGM_NS,95.26,0.019914346895074875,1,15.0,14
2024-08-11,21STCENMGM_NS,97.16,0.019945412555112174,1,15.0,15
2024-08-12,21STCENMGM_NS,99.1,0.019967064635652454,1,16.0,16
2024-08-13,21STCENMGM_NS,97.11,-0.020080726538849625,0,16.0,0
2024-08-15,21STCENMGM_NS,99.05,0.019977345278550107,1,17.0,1
2024-08-18,21STCENMGM_NS,101.03,0.019989904088844046,1,18.0,2
2024-08-19,21STCENMGM_NS,103.05,0.019994061169949395,1,19.0,3
2024-08-20,21STCENMGM_NS,105.11,0.019990295972828642,1,19.0,4
2024-08-21,21STCENMGM_NS,107.21,0.019979069546189665,1,19.0,5
2024-08-22,21STCENMGM_NS,109.35,0.01996082454994874,1,19.0,6
2024-08-25,21STCENMGM_NS,111.53,0.019935985368084275,1,19.0,7
2024-08-26,21STCENMGM_NS,113.76,0.019994620281538644,1,19.0,8
2024-08-27,21STCENMGM_NS,116.03,0.01995428973277069,1,19.0,9
2024-08-28,21STCENMGM_NS,118.35,0.019994828923554087,1,19.0,10
2024-08-29,21STCENMGM_NS,120.71,0.019940853400929548,1,19.0,11
2024-09-01,21STCENMGM_NS,123.12,0.019965205865297042,1,19.0,12
2024-09-02,21STCENMGM_NS,125.58,0.019980506822611988,1,19.0,13
2024-09-03,21STCENMGM_NS,128.09,0.019987259117693945,1,19.0,14
2024-09-04,21STCENMGM_NS,130.65,0.019985947380747993,1,19.0,15
2024-09-05,21STCENMGM_NS,133.26,0.019977037887485505,1,19.0,16
2024-09-08,21STCENMGM_NS,135.92,0.019960978538196006,1,19.0,17
2024-09-09,21STCENMGM_NS,138.63,0.019938198940553375,1,19.0,18
2024-09-10,21STCENMGM_NS,136.95,-0.012118589049989192,0,18.0,0
2024-09-11,21STCENMGM_NS,134.21,-0.020007301935012656,0,18.0,0
2024-09-12,21STCENMGM_NS,131.52,-0.02004321585574842,0,17.0,0
2024-09-15,21STCENMGM_NS,131.0,-0.0039537712895377775,0,16.0,0
2024-09-16,21STCENMGM_NS,128.38,-0.020000000000000018,0,15.0,0
2024-09-17,21STCENMGM_NS,125.81,-0.02001869450070104,0,14.0,0
2024-09-18,21STCENMGM_NS,123.29,-0.020030204276289654,0,13.0,0
2024-09-19,21STCENMGM_NS,120.82,-0.02003406602319746,0,12.0,0
2024-09-22,21STCENMGM_NS,118.4,-0.02002979639132585,0,11.0,0
2024-09-23,21STCENMGM_NS,116.03,-0.02001689189189193,0,10.0,0
2024-09-24,21STCENMGM_NS,113.7,-0.02008101353098335,0,9.0,0
2024-09-25,21STCENMGM_NS,111.42,-0.020052770448548807,0,8.0,0
2024-09-26,21STCENMGM_NS,109.19,-0.020014360078980498,0,7.0,0
2024-09-29,21STCENMGM_NS,107.0,-0.020056781756571107,0,6.0,0
2024-09-30,21STCENMGM_NS,104.86,-0.020000000000000018,0,5.0,0
2024-10-02,21STCENMGM_NS,102.76,-0.02002670226969283,0,4.0,0
2024-10-03,21STCENMGM_NS,100.7,-0.020046710782405608,0,3.0,0
2024-10-06,21STCENMGM_NS,98.68,-0.020059582919563,0,2.0,0
2024-10-07,21STCENMGM_NS,100.65,0.019963518443453676,1,2.0,1
2024-10-08,21STCENMGM_NS,102.66,0.019970193740685538,1,2.0,2
2024-10-09,21STCENMGM_NS,104.71,0.019968829144749733,1,3.0,3
2024-10-10,21STCENMGM_NS,106.8,0.019959889217839866,1,4.0,4
2024-10-13,21STCENMGM_NS,108.93,0.0199438202247193,1,5.0,5
2024-10-14,21STCENMGM_NS,111.1,0.01992105021573476,1,6.0,6
2024-10-15,21STCENMGM_NS,113.32,0.01998199819981994,1,7.0,7
2024-10-16,21STCENMGM_NS,115.58,0.019943522767384536,1,8.0,8
2024-10-17,21STCENMGM_NS,117.89,0.01998615677452853,1,9.0,9
2024-10-20,21STCENMGM_NS,120.24,0.019933836627364476,1,10.0,10
2024-10-21,21STCENMGM_NS,117.83,-0.020043246839653972,0,10.0,0
2024-10-22,21STCENMGM_NS,115.47,-0.020028855130272416,0,10.0,0
2024-10-23,21STCENMGM_NS,113.16,-0.020005196154845417,0,10.0,0
2024-10-24,21STCENMGM_NS,110.89,-0.020060091905266808,0,10.0,0
2024-10-27,21STCENMGM_NS,108.67,-0.020019839480566293,0,10.0,0
2024-10-28,21STCENMGM_NS,106.49,-0.020060734333302688,0,10.0,0
2024-10-29,21STCENMGM_NS,108.61,0.019907972579584987,1,11.0,1
2024-10-30,21STCENMGM_NS,110.78,0.019979744038302272,1,12.0,2
2024-10-31,21STCENMGM_NS,112.99,0.019949449359089932,1,13.0,3
2024-11-03,21STCENMGM_NS,114.71,0.015222586069563615,0,13.0,0
2024-11-04,21STCENMGM_NS,116.73,0.017609624269897983,0,12.0,0
2024-11-05,21STCENMGM_NS,119.06,0.019960592821040013,1,12.0,1
2024-11-06,21STCENMGM_NS,121.44,0.019989921048210846,1,12.0,2
2024-11-07,21STCENMGM_NS,119.01,-0.020009881422924813,0,11.0,0
2024-11-10,21STCENMGM_NS,116.62,-0.020082346021342734,0,10.0,0
2024-11-11,21STCENMGM_NS,114.28,-0.020065168924712773,0,9.0,0
2024-11-12,21STCENMGM_NS,111.99,-0.020038501925096264,0,8.0,0
2024-11-13,21STCENMGM_NS,109.75,-0.020001785873738687,0,7.0,0
2024-11-17,21STCENMGM_NS,107.55,-0.02004555808656039,0,6.0,0
2024-11-18,21STCENMGM_NS,105.39,-0.020083682008368187,0,5.0,0
