Date,Open,High,Low,Close,Volume,Delivery_Percentage
2023-06-19,40.923,41.1188,40.7272,40.923,92796.0,0.6304
2023-06-20,41.2657,41.4125,40.7272,40.8741,108565.0,0.6041
2023-06-21,41.1188,41.2657,40.6293,40.7272,72451.0,0.6552
2023-06-22,40.6293,40.8251,39.7482,40.1887,80727.0,0.7000
2023-06-25,40.6782,40.6782,39.8461,40.0908,54018.0,0.6503
2023-06-26,40.5314,40.7761,39.9929,40.0908,44054.0,0.7176
2023-06-27,40.5803,40.5803,39.6503,39.7971,74187.0,0.7413
2023-06-29,39.7971,40.1887,39.7482,39.7971,71679.0,0.6417
2023-07-02,40.1398,40.1398,39.6503,39.7482,82925.0,0.6670
2023-07-03,39.8461,40.0908,39.5524,39.6992,72616.0,0.6453
2023-07-04,39.944,40.4824,39.3566,40.2866,193384.0,0.6170
2023-07-05,40.6293,40.923,40.0908,40.1887,136105.0,0.5347
2023-07-06,40.2377,40.8251,40.2377,40.6293,103634.0,0.5650
2023-07-09,40.6782,40.923,39.944,40.1887,80014.0,0.6362
2023-07-10,40.6293,40.6293,39.7482,39.944,88563.0,0.6040
2023-07-11,40.3356,40.4335,39.6992,39.7971,61461.0,0.5454
2023-07-12,39.8461,40.1887,39.3076,39.3566,90602.0,0.6456
2023-07-13,39.2097,40.0908,39.2097,39.6503,121238.0,0.6086
2023-07-16,40.0419,41.7552,39.7971,40.972,279812.0,0.5763
2023-07-17,41.7552,42.0978,40.7761,41.1188,229486.0,0.5598
2023-07-18,41.1188,41.6083,40.8741,41.2167,116495.0,0.5976
2023-07-19,41.3636,41.6083,40.2377,40.6293,137403.0,0.5924
2023-07-20,40.6293,40.6293,40.0419,40.1887,88577.0,0.5647
2023-07-23,39.9929,40.5803,39.8461,39.944,108058.0,0.5912
2023-07-24,40.0908,41.3146,40.0908,40.6782,198555.0,0.5154
2023-07-25,40.7272,41.2657,40.3845,40.7272,127980.0,0.5627
2023-07-26,40.972,42.6852,40.2377,40.8741,719863.0,0.3821
2023-07-27,41.1188,41.5104,40.8251,41.1678,170734.0,0.5145
2023-07-30,41.9999,42.6363,41.7552,42.0489,228422.0,0.5915
2023-07-31,42.4894,43.1747,42.1468,42.8321,307897.0,0.6583
2023-08-01,43.1747,43.3216,41.5104,42.0978,234795.0,0.6094
2023-08-02,42.395,43.3855,41.9988,42.7417,147744.0,0.5205
2023-08-03,43.0388,43.0884,41.7016,42.0978,254505.0,0.7200
2023-08-06,42.5436,42.9893,42.2464,42.4445,148275.0,0.5407
2023-08-07,41.8502,43.2865,41.8502,42.2464,194670.0,0.4301
