date,article_count,avg_sentiment,positive_articles,negative_articles
2024-05-06,1,0.0129048191010952,0,0
2025-09-23,1,-0.07544777169823647,0,0
2026-02-13,1,-0.0054097361862659454,0,0
2026-03-12,1,-0.9557492900639772,0,1
2026-05-16,1,0.02410934306681156,0,0
2026-05-26,1,-0.8609707690775394,0,1
2026-05-28,1,0.8909256439656019,1,0
2026-06-12,1,-0.019694842398166656,0,0
2026-06-14,1,0.02410934306681156,0,0
