Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2023-06-20 00:00:00+05:30,237.46431010429478,245.62577733477352,228.716399515917,241.56947326660156,17107.0,0.0,0.0
2023-06-21 00:00:00+05:30,242.4002828607503,243.37770335615656,229.7915644357109,234.18995666503906,10818.0,0.0,0.0
2023-06-22 00:00:00+05:30,238.34399948230308,238.34399948230308,227.73898088730036,232.57720947265625,3110.0,0.0,0.0
2023-06-23 00:00:00+05:30,235.0696435546875,235.0696435546875,222.90076062379254,226.02850341796875,4864.0,0.0,0.0
2023-06-26 00:00:00+05:30,229.69382118989418,231.6486622212975,217.96477500147404,220.06622314453125,5258.0,0.0,0.0
2023-06-27 00:00:00+05:30,219.91962731035278,228.71641240276688,215.03252448123382,217.03623962402344,6527.0,0.0,0.0
2023-06-28 00:00:00+05:30,221.3857483252371,221.8744585864407,212.10025336236842,215.42347717285156,17155.0,0.0,0.0
2023-06-30 00:00:00+05:30,219.8218676174912,223.82929769031168,213.07767203706527,215.9610595703125,9163.0,0.0,0.0
2023-07-03 00:00:00+05:30,223.7315551549863,223.7315551549863,214.15284581516724,218.74671936035156,8662.0,0.0,0.0
2023-07-04 00:00:00+05:30,221.87445564916578,221.87445564916578,214.59267583648216,216.25428771972656,4362.0,0.0,0.0
2023-07-05 00:00:00+05:30,221.28799838838844,221.28799838838844,214.05509255099676,215.9610595703125,7185.0,0.0,0.0
2023-07-06 00:00:00+05:30,216.93847842644396,218.84444543119469,215.03251142169327,216.40089416503906,5821.0,0.0,0.0
2023-07-07 00:00:00+05:30,222.26543541732303,222.26543541732303,215.03252904250425,215.76559448242188,5106.0,0.0,0.0
2023-07-10 00:00:00+05:30,215.76557995079781,221.19026682369122,209.167991435881,211.3183135986328,5898.0,0.0,0.0
2023-07-11 00:00:00+05:30,213.95732969812545,215.0324981545994,205.25829369302673,211.56265258789062,6218.0,0.0,0.0
2023-07-12 00:00:00+05:30,211.0739525259221,211.0739525259221,207.21314456059187,208.7770233154297,4529.0,0.0,0.0
2023-07-13 00:00:00+05:30,210.04768085959267,210.09655487241693,204.72074157535263,206.72445678710938,5692.0,0.0,0.0
2023-07-14 00:00:00+05:30,209.1679908455901,213.0776729174703,204.28088825573988,207.31089782714844,7011.0,0.0,0.0
2023-07-17 00:00:00+05:30,217.57381376916962,217.57381376916962,210.6341221098266,211.3671875,3903.0,0.0,0.0
2023-07-18 00:00:00+05:30,216.00993688860058,216.00993688860058,205.94250245800058,210.82960510253906,1546.0,0.0,0.0
2023-07-19 00:00:00+05:30,213.07768271437547,216.88961694402272,207.65299560737427,212.9799346923828,2289.0,0.0,0.0
2023-07-20 00:00:00+05:30,212.97991501929727,212.97991501929727,203.30345830601038,205.64926147460938,16468.0,0.0,0.0
2023-07-21 00:00:00+05:30,207.7996089283332,207.7996089283332,198.4163659520896,202.81475830078125,10615.0,0.0,0.0
2023-07-24 00:00:00+05:30,202.91251610271271,202.91251610271271,193.52927267402782,195.9728240966797,17237.0,0.0,0.0
2023-07-25 00:00:00+05:30,199.05167753282967,199.05167753282967,191.574416723359,195.92393493652344,19180.0,0.0,0.0
2023-07-26 00:00:00+05:30,200.61556639715778,201.2508837842365,190.01054754273923,193.18716430664062,15120.0,0.0,0.0
2023-07-27 00:00:00+05:30,193.1871594694561,198.75846835497174,193.1871594694561,194.60443115234375,4531.0,0.0,0.0
2023-07-28 00:00:00+05:30,198.1231363978104,204.23201464709078,190.64587538639265,194.4578094482422,13771.0,0.0,0.0
2023-07-31 00:00:00+05:30,197.39006694674924,204.13427734375,197.34119293890984,204.13427734375,8263.0,0.0,0.0
2023-08-01 00:00:00+05:30,213.3708951894712,214.2994416688116,200.371199735947,209.11911010742188,11154.0,0.0,0.0
2023-08-02 00:00:00+05:30,210.0965399268459,211.02508644743418,201.3486291667714,202.3749237060547,4630.0,0.0,0.0
2023-08-03 00:00:00+05:30,207.11539937228568,210.0476608919363,200.42007785096882,207.9462127685547,9017.0,0.0,0.0
2023-08-04 00:00:00+05:30,209.16799638646887,212.34461315402038,205.25831421102086,209.99880981445312,3508.0,0.0,0.0
2023-08-07 00:00:00+05:30,209.9988107761428,214.05510008604435,202.57040864307163,205.50267028808594,3956.0,0.0,0.0
2023-08-08 00:00:00+05:30,205.5026620633605,208.92363384562807,202.8147556630074,203.54782104492188,4650.0,0.0,0.0
2023-08-09 00:00:00+05:30,207.65297985000973,210.1454050791479,203.5478167801514,204.72071838378906,4881.0,0.0,0.0
2023-08-10 00:00:00+05:30,209.1679887532438,209.1679887532438,200.46895219602987,203.64556884765625,6595.0,0.0,0.0
2023-08-11 00:00:00+05:30,205.20945187508576,207.2131670868425,195.67960103028992,206.72445678710938,10821.0,0.0,0.0
2023-08-14 00:00:00+05:30,206.577821548304,206.62668064022392,196.5592617672693,197.48780822753906,13589.0,0.0,0.0
2023-08-16 00:00:00+05:30,190.7436025690456,195.48409790904108,187.61585998535156,187.61585998535156,17505.0,0.0,0.0
2023-08-17 00:00:00+05:30,180.82279604818282,186.98054830186356,178.23263763805892,181.84909057617188,41419.0,0.0,0.0
2023-08-18 00:00:00+05:30,184.73248666900233,188.64216892654736,179.94313186921136,187.8602294921875,12252.0,0.0,0.0
2023-08-21 00:00:00+05:30,190.5481148567369,190.5481148567369,183.99940078636743,185.12342834472656,10237.0,0.0,0.0
2023-08-22 00:00:00+05:30,190.0105436468857,194.36007690429688,189.96168455215366,194.36007690429688,4225.0,0.0,0.0
2023-08-23 00:00:00+05:30,204.03652954101562,204.03652954101562,197.43894116064746,204.03652954101562,19704.0,0.0,0.0
2023-08-24 00:00:00+05:30,206.18685242765525,206.18685242765525,197.97652615610485,199.54039001464844,8182.0,0.0,0.0
