Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits
2023-06-20 00:00:00+05:30,102.0,103.0999984741211,102.0,103.0999984741211,55713.0,0.0,0.0
2023-06-21 00:00:00+05:30,103.0999984741211,103.0999984741211,103.0999984741211,103.0999984741211,0.0,0.0,0.0
2023-06-22 00:00:00+05:30,103.0999984741211,103.0999984741211,103.0999984741211,103.0999984741211,0.0,0.0,0.0
2023-06-23 00:00:00+05:30,103.0999984741211,103.0999984741211,103.0999984741211,103.0999984741211,0.0,0.0,0.0
2023-06-26 00:00:00+05:30,101.05000305175781,101.05000305175781,101.05000305175781,101.05000305175781,91841.0,0.0,0.0
2023-06-27 00:00:00+05:30,101.05000305175781,101.05000305175781,101.05000305175781,101.05000305175781,0.0,0.0,0.0
2023-06-28 00:00:00+05:30,101.05000305175781,101.05000305175781,101.05000305175781,101.05000305175781,0.0,0.0,0.0
2023-06-30 00:00:00+05:30,101.05000305175781,101.05000305175781,101.05000305175781,101.05000305175781,0.0,0.0,0.0
2023-07-03 00:00:00+05:30,99.05000305175781,99.05000305175781,99.05000305175781,99.05000305175781,19307.0,0.0,0.0
2023-07-04 00:00:00+05:30,99.05000305175781,99.05000305175781,99.05000305175781,99.05000305175781,0.0,0.0,0.0
2023-07-05 00:00:00+05:30,99.05000305175781,99.05000305175781,99.05000305175781,99.05000305175781,0.0,0.0,0.0
2023-07-06 00:00:00+05:30,99.05000305175781,99.05000305175781,99.05000305175781,99.05000305175781,0.0,0.0,0.0
2023-07-07 00:00:00+05:30,99.05000305175781,99.05000305175781,99.05000305175781,99.05000305175781,0.0,0.0,0.0
2023-07-10 00:00:00+05:30,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,27067.0,0.0,0.0
2023-07-11 00:00:00+05:30,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,0.0,0.0,0.0
2023-07-12 00:00:00+05:30,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,0.0,0.0,0.0
2023-07-13 00:00:00+05:30,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,0.0,0.0,0.0
2023-07-14 00:00:00+05:30,97.0999984741211,97.0999984741211,97.0999984741211,97.0999984741211,0.0,0.0,0.0
2023-07-17 00:00:00+05:30,96.5,96.5,95.1500015258789,96.5,95324.0,0.0,0.0
2023-07-18 00:00:00+05:30,96.5,96.5,96.5,96.5,0.0,0.0,0.0
2023-07-19 00:00:00+05:30,96.5,96.5,96.5,96.5,0.0,0.0,0.0
2023-07-20 00:00:00+05:30,96.5,96.5,96.5,96.5,0.0,0.0,0.0
2023-07-21 00:00:00+05:30,96.5,96.5,96.5,96.5,0.0,0.0,0.0
2023-07-24 00:00:00+05:30,101.30000305175781,101.30000305175781,96.5,101.30000305175781,152793.0,0.0,0.0
