Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits,Delivery_Percentage
2023-06-06 00:00:00+05:30,63.0,63.0,61.150001525878906,61.75,1247.0,0.0,0.0,0.3247
2023-06-07 00:00:00+05:30,62.95000076293945,62.95000076293945,59.20000076293945,60.349998474121094,14551.0,0.0,0.0,0.6704
2023-06-08 00:00:00+05:30,61.95000076293945,61.95000076293945,59.0,59.099998474121094,10498.0,0.0,0.0,0.5392
2023-06-09 00:00:00+05:30,61.0,61.0,58.349998474121094,59.0,5602.0,0.0,0.0,0.4592
2023-06-12 00:00:00+05:30,59.099998474121094,61.20000076293945,58.5,60.349998474121094,29488.0,0.0,0.0,0.1936
2023-06-13 00:00:00+05:30,60.04999923706055,60.04999923706055,56.349998474121094,57.54999923706055,47845.0,0.0,0.0,0.1936
2023-06-14 00:00:00+05:30,60.400001525878906,60.400001525878906,56.95000076293945,57.900001525878906,8991.0,0.0,0.0,0.1349
2023-06-15 00:00:00+05:30,57.20000076293945,59.400001525878906,55.0,57.04999923706055,2935.0,0.0,0.0,0.6197
2023-06-16 00:00:00+05:30,57.04999923706055,58.900001525878906,56.54999923706055,57.70000076293945,3006.0,0.0,0.0,0.4607
2023-06-19 00:00:00+05:30,58.400001525878906,58.400001525878906,54.150001525878906,55.54999923706055,18802.0,0.0,0.0,0.5248
2023-06-20 00:00:00+05:30,55.54999923706055,56.79999923706055,53.25,54.0,18113.0,0.0,0.0,0.1124
2023-06-21 00:00:00+05:30,54.95000076293945,54.95000076293945,53.5,54.0,7440.0,0.0,0.0,0.6819
2023-06-22 00:00:00+05:30,55.0,55.0,51.849998474121094,52.900001525878906,10542.0,0.0,0.0,0.5995
2023-06-23 00:00:00+05:30,52.54999923706055,54.150001525878906,49.20000076293945,51.099998474121094,9218.0,0.0,0.0,0.2274
2023-06-26 00:00:00+05:30,51.95000076293945,61.29999923706055,51.04999923706055,52.75,96663.0,0.0,0.0,0.2091
