Date,Stock,MKT,SMB,HML,Predicted_Return,Abnormal_Return
2023-03-29,0.044857134137834764,0.007609856589321451,0.009690431025082935,0.00041021531896648193,0.01506567213058132,0.029791462007253446
2023-03-31,-0.01804757596171158,0.016337198944623932,-0.005194928127462584,0.0005623199723364447,0.006619567536042762,-0.024667143497754344
2023-04-03,0.06488448457129703,0.002206297973761151,0.001449179423420821,0.0008321538493348897,0.002110610730924663,0.06277387384037236
2023-04-05,0.035564768199791263,0.009138954817361267,-0.00939786986104929,0.0003034317569341601,-0.004177507595838057,0.03974227579562932
2023-04-06,0.03181823698942532,0.002397874785437182,0.004087942754835261,-7.234032622705126e-05,0.004225499866364745,0.027592737123060575
2023-04-10,0.008321100036933204,0.0014148632219350699,0.0022456541957596166,7.917341435499198e-05,0.0015735293208279802,0.006747570716105224
2023-04-11,-0.0021844696825551457,0.005574768321964241,-0.0025568745480470945,0.0005568864409032555,0.0003905988987546013,-0.002575068581309747
2023-04-12,-0.018243736046336778,0.005083967961446945,-0.0006054067644654104,0.0012114689796925593,0.0026957298711844323,-0.02093946591752121
2023-04-13,0.025768109509408665,0.0008757724412713497,0.0027036614678450643,0.00194828859863476,0.0034079168399148837,0.02236019266949378
2023-04-17,0.061835687542028506,-0.006795512150830185,0.00931362965457716,0.002137140485206618,0.004214353202947772,0.05762133433908073
2023-04-18,0.01433123478698528,-0.0026373533282438855,0.010971452828456019,0.002200648776656577,0.009544662669140879,0.004786572117844402
2023-04-19,0.005382410353117484,-0.002344283016240789,0.00026372855203871115,0.0022304607172557406,-0.001638333550626214,0.007020743903743697
2023-04-20,0.003792062502829374,0.0003234746363958152,0.0012358435476282903,0.0020077793294293266,0.0014302099158063615,0.002361852587023013
2023-04-21,0.006666649712456563,-2.260708945023282e-05,-0.004060819161258444,0.002280731802459664,-0.004266012494218359,0.010932662206674923
2023-04-24,-0.04238406625346114,0.006771973756565242,-1.4675150425746963e-05,0.002082115858588152,0.005584009397110754,-0.047968075650571894
2023-04-25,0.01267863585796003,0.0014568576938982503,0.0013644118007185568,0.0020849469291982134,0.0025946901909947497,0.01008394566696528
