date,source,title,content,url,positive,negative,neutral,sentiment_score
2017-03-23 00:00:00,Screener,Rating update - from icra,Rating update - from icra,,0.03386034071445465,0.029622331261634827,0.9365173578262329,0.004238009452819824
2017-10-03 00:00:00,Screener,Rating update - from icra,Rating update - from icra,,0.03386034071445465,0.029622331261634827,0.9365173578262329,0.004238009452819824
2018-05-21 00:00:00,Screener,Rating update - from icra,Rating update - from icra,,0.03386034071445465,0.029622331261634827,0.9365173578262329,0.004238009452819824
2018-11-23 00:00:00,Screener,Rating update - from icra,Rating update - from icra,,0.03386034071445465,0.029622331261634827,0.9365173578262329,0.004238009452819824
2019-02-15 00:00:00,Screener,Rating update - from icra,Rating update - from icra,,0.03386034071445465,0.029622331261634827,0.9365173578262329,0.004238009452819824
2020-08-31 00:00:00,Screener,Rating update - from icra,Rating update - from icra,,0.03386034071445465,0.029622331261634827,0.9365173578262329,0.004238009452819824
2024-01-25 03:03:28,Textile Excellence,Eurotex Industries issues lockout notice at Kolhapur mill - Textile Excellence,Eurotex Industries issues lockout notice at Kolhapur mill - Textile Excellence,https://news.google.com/rss/articles/CBMipwFBVV95cUxQTWhqYlAxZFRJSl93THVqM0djZDBFbUVJWEFlYXgzVERKNzBENlNfcFE1ZUZveFQzYnFRNGhnaHNUXy1BNzNyLUhyMW42ek1TaWl3YkJVYXNKREZHZE8xNW1NN0JqMkhsbmRmUlZIbTloT3A1RU5SVHByN1FKZmNfNno1ZnhGcXRFUTg5MzBTRlVXcERpSUZTXzlLeUt3TVhrV2J3Ykxodw?oc=5,0.0532790832221508,0.1994062215089798,0.7473146915435791,-0.146127138286829
2025-02-08 08:00:00,Business Standard,Eurotex Industries and Exports reports standalone net loss of Rs 0.77 crore in the December 2024 quarter - Business Standard,Eurotex Industries and Exports reports standalone net loss of Rs 0.77 crore in the December 2024 quarter - Business Standard,https://news.google.com/rss/articles/CBMilAJBVV95cUxOYVhJTGlIZmNteHF6NllYLVhfVVJ0RGE0QlU2YV84bnlTOUQ2X0V4T2V3dFl6ZjFVRDBsbWUwdW9VOUhia2JqVHl3NTlYZXUxczhyWXBmMmlpdEhIQS1pNEI5YUk1LUQ2NUtiR0JrZGpOSFF2dG5GM3lNYTRjU2l3Nmp3OWFPYVptY1ROYUh3Rjk5VHNtbHVuTVIyLTBBX0ZJTi04NEdLWGExeEk1YzJkZmh1T3V3ZkFzVDNTR1NPWlpCVGVnaTBDa1Z3NE5zbXRtSUFjaHo4d1ZPMTBsRGJMQ2draDEwLU41WV9PbHdIdGw3OUtVb2R4UkRLN3RIZ2stRlYxLV94a2Z1dWY0ajZ5V1FybzPSAZoCQVVfeXFMTW8zN0V2NjBVUG81N3FaWlZRLWdkb1lqQm5yXzlSdlpJY2o3dlpGaUJpOFk3Wmd6ZGpwVU9yXy1QbW0tM1JSd0JkdUxkb3RNTTJnb1FfQzc1MmF5SVoydy0tN09wMklJYm5aUEZCUnRMVHdjVWhLTmJlZnY3V1lLNDYtRTdQM0ZWNTlTNUJJMjRBUnNkaTV6U2lobW8zOU1DcHJ2U0xWcjdpWWdKY0lNRDEzZklvNmh6REJsTVRPc0JMcW9udWVrM0NfQnp3b1JKdW1iZUZyeVhVVmh5UG1zR25CblN2R2VheGRfQmRaQUlmSmZVN2JNVlI5TF95RW9IRWE4UDI2T21Zb1loZEZfS2trM1RkUEtPU2J3?oc=5,0.010138486512005329,0.9557501673698425,0.03411130607128143,-0.9456116808578372
2025-05-27 07:00:00,Business Standard,Ashapuri Gold Ornament Ltd leads losers in 'B' group - Business Standard,Ashapuri Gold Ornament Ltd leads losers in 'B' group - Business Standard,https://news.google.com/rss/articles/CBMizAFBVV95cUxQelRkOGFCUFQ0LW85SjZBQ28wT3U1ZUVwZHl4MTNjU3hKY1BvVU1QNm56bVBiaEo3TUs3SHctaG4xZ21fM09hazJJdXluNnRBVFNuMmh4OV9wN1gzSXUwbTFLZTVnU2VyZDJ6dmpXMC13bFpEUUtYbnBWWEdqNVdLMFdvQnRta3l3amdYSnBKV0tlUmhGZHRNRWo0Z2JUX3I3M3VyRm1TamtoeU8zWGFUSmZzM0Q1R2tWTk5qcllwVlBrLTVmREhLRHZvajfSAdIBQVVfeXFMTjJMbmEtc3JSWDE1Zmg5UjU0MEdqckFGRWpqMVVyWko2S0g2c3d5OHYwM09yY1YwQlliNmNTQmljRmNTMC1hTmZEbUNFYmt2VllIQVFVUGg0cFRqZXJVcW96WElybnN6NUxGekNCUmlPR3VmQjhvTUZQbmRqVjNCMk5IbXF5RjFHc1RnOE5xTHRhUUtQMlNqVFF3UHllWGstX0dfZ1d4dzhiMTNhblk2Yjh5ZGVMVlNZaHZhVjM5Yy1JVmVVTWIxT3J0ZmVTSndBNHNn?oc=5,0.033577438443899155,0.53382408618927,0.43259844183921814,-0.5002466477453709
2025-11-04 18:02:39,CNBC TV18,Eurotex Industries & Exports Ltd. Share Price Live Today - CNBC TV18,Eurotex Industries & Exports Ltd. Share Price Live Today - CNBC TV18,https://news.google.com/rss/articles/CBMijwFBVV95cUxNblhYUmtRVHhHcTVLMzVaLVROTWprTlhWMUdwNkE1WFl2RFQ3ZWpRYlZTaVZDb3hJM3N4Q0tubjVwaWhRbXd1YjN6RE5YMWMyNGs4MFllbGNfQXpleENxOTFEanFXbmNPZzQ1SW5UWHl4cEc4LWNyaFh0S055QmtSM3RTWWtUeDhESUJ1WThBRQ?oc=5,0.032439474016427994,0.020385904237627983,0.9471745491027832,0.01205356977880001
2026-02-10 08:00:00,Markets Mojo,Eurotex Industries Downgraded to Strong Sell Amid Technical and Fundamental Weaknesses - Markets Mojo,Eurotex Industries Downgraded to Strong Sell Amid Technical and Fundamental Weaknesses - Markets Mojo,https://news.google.com/rss/articles/CBMi4gFBVV95cUxNSVJjQ3NFT1pnZWs0Z2VfSUR1d1M4Z2lKOWNFZTA4REtkMWFLT1NWVWp6WnFWb0NTMlE2UHBPT2s4ellXNHRTUThIdTBwNldsMzlReGxqcVB0ejRNMmk0MEdXZmw2NkE1YXVEWjFGM3lZVkxRUE8wNDQ5TWJYTlVncnZrZVQtZHEwRTBlR2s4MFJIMmRUZm5HaWZhRWZ4V2hfNE9XQXhpUWNQbC16bEQzS1JhX3Q5a1VLVmVqY1R0eTI4bGZtaEtUd0xtNmg0TlFtOXZsbWN2dXNKU213c3RhVTZn?oc=5,0.021985681727528572,0.9572384357452393,0.020775850862264633,-0.9352527540177107
2026-05-13 03:46:37,Markets Mojo,Eurotex Industries Downgraded to Strong Sell Amid Technical and Fundamental Concerns - Markets Mojo,Eurotex Industries Downgraded to Strong Sell Amid Technical and Fundamental Concerns - Markets Mojo,https://news.google.com/rss/articles/CBMi3wFBVV95cUxNOWRuY3lXX2RFR2QtOWJWUDNEeTFFUlhyS054TkdOTWZ0SjRVVVJIdGNsMjdLaFNBTU1wT0swR3B1aU9GVnJrOWo2d3hNQnlldkluRjRBeUdjeU91LUlxWFRqQWdlZDdKTXRrYWlSRzNza0VvRWJDZnlDWm91N2NFcktWVjI0Y21JVHAyU0VPMmtxSkhQN3ota1RKbEM5UzQxREg0ZzRZWWNmbjd3RGl2czBZVUx3aFZfTElNZ1MyZ1NGcmlGUTZUdndHZjVnOGQ0bWtNZ0lJNGdScDViZDIw?oc=5,0.030628861859440804,0.9157112240791321,0.053659871220588684,-0.8850823622196913
2026-05-22 00:00:00,Screener,"Board Meeting Outcome for Board Meeting Outcome For Outcome Of Board Meeting Held On 22Nd May, 2026 - On 22 May 2026, board approved FY26 audited results; Supreme Court ruled against company on Rs305.54 lakh duty.","Board Meeting Outcome for Board Meeting Outcome For Outcome Of Board Meeting Held On 22Nd May, 2026 - On 22 May 2026, board approved FY26 audited results; Supreme Court ruled against company on Rs305.54 lakh duty.",,0.07158175855875015,0.3085668385028839,0.6198513507843018,-0.23698507994413376
2026-05-22 00:00:00,Screener,Announcement under Regulation 30 (LODR)-Change in Management - Board approved Ansari & Co. as internal auditor for FY 2026-27.,Announcement under Regulation 30 (LODR)-Change in Management - Board approved Ansari & Co. as internal auditor for FY 2026-27.,,0.23146100342273712,0.022959670051932335,0.7455793023109436,0.2085013333708048
2026-05-23 06:49:06,Markets Mojo,Eurotex Industries Q4 FY26: Losses Deepen as Operations Collapse - Markets Mojo,Eurotex Industries Q4 FY26: Losses Deepen as Operations Collapse - Markets Mojo,https://news.google.com/rss/articles/CBMivAFBVV95cUxPRmZ0UXhhalVxX1AxQnlhUDBCbjI3MlA1eVJuQWpReDRGb25SUFlrN1g2MHdtcFNRWGphV05fX09pV0RJTWpFTFNfcmJtOTFrWHZ1NWlpUF96QjEtWGRJTGpaVk5FOFNMa1VMb01Kb0NHbmF6aVBYaktoVW1Sdk1vX1NiWUtmUEktU292eUdwWVdSNkZabm1La2ZnaURSZlhsVUNhMWRGUlUtbnhhYlE3NU54dkFfUmZRaFozUQ?oc=5,0.01762114278972149,0.9543276429176331,0.02805124782025814,-0.9367065001279116
2026-05-25 00:00:00,Screener,"Announcement under Regulation 30 (LODR)-Newspaper Publication - Intimation of Publication of Audited Financials for the Quarter and Year ended 31st March, 2026.","Announcement under Regulation 30 (LODR)-Newspaper Publication - Intimation of Publication of Audited Financials for the Quarter and Year ended 31st March, 2026.",,0.022891415283083916,0.03187267854809761,0.9452359676361084,-0.008981263265013695
2026-05-26 00:00:00,Screener,Compliances-Reg.24(A)-Annual Secretarial Compliance - Annual Secretarial Compliance Report for FY ended 31 March 2026 filed; no non-compliances noted.,Compliances-Reg.24(A)-Annual Secretarial Compliance - Annual Secretarial Compliance Report for FY ended 31 March 2026 filed; no non-compliances noted.,,0.06965889036655426,0.24713186919689178,0.6832091808319092,-0.17747297883033752
2026-05-28 07:00:00,Markets Mojo,Eurotex Industries Upgraded to Sell on Technical Improvements Despite Weak Fundamentals - Markets Mojo,Eurotex Industries Upgraded to Sell on Technical Improvements Despite Weak Fundamentals - Markets Mojo,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOYmhvWEhKZnZZSHN3bk9NZXdYaktna2JRSXBtel91ZDNCckY5c1pxQXpfOS13b3hEcTF0UGx1YVRnMVYyM0N6eUp5dEV0SG5qdmJaeXYtRmlyeHJBVXJEdFZqQXllQlJNSFBleVN0Z1BLQV94NTNSMHRoMWxGdGNHQVFPWXpGN01LbGszLWdvOFZscjV0eHBBSGJabDQyeENLcHZpemlrcjBVQS1OVXFCY1RUSDgydzJxVWlvV25WRjBoV1VoVUNEX0hqWGFkWklZUUFmUVp4ZktoS3RTMU1PUTdEUQ?oc=5,0.9488868117332458,0.02307222969830036,0.028041021898388863,0.9258145820349455
2026-06-09 00:00:00,Screener,"Announcement under Regulation 30 (LODR)-Change in Management - Shri Hariprasad Siotia, Non-Executive Director, died on June 7, 2026; he ceases as promoter group.","Announcement under Regulation 30 (LODR)-Change in Management - Shri Hariprasad Siotia, Non-Executive Director, died on June 7, 2026; he ceases as promoter group.",,0.022549334913492203,0.11808041483163834,0.8593702912330627,-0.09553107991814613
2026-06-09 04:03:52,Markets Mojo,Eurotex Industries and Exports Ltd Upgraded to Sell on Technical Improvements - Markets Mojo,Eurotex Industries and Exports Ltd Upgraded to Sell on Technical Improvements - Markets Mojo,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNQy1KZlJ1a2tzdnlxVDlZNnhXQ0F4bVBsTmV1VklGZkVZSjlLX3JRTmllT013Q2JSRVNGcUJEUFNyaTR1UjhDSk9rcG1xZE96TmFGdWNwc3J5Ti02WWhDR3d0SHQ2MEFSejNwZ191Q3FiNFJDcFhLTDFXa01JLTBQZWZNUG5qcThjaG84SFJ5Y1BQem5BV3ZGQkpCTWp5cWtiZVdsMEdaMUdYRUkwYVl5VFY4YnpYVW5WWFVlMlpZM0dUVHlPT3FpaVNXTGozNDluemZ4TERB?oc=5,0.9180200099945068,0.01566125825047493,0.06631875783205032,0.9023587517440319
2026-06-09 04:37:38,Whalesbook,"NLC India Share Price: Government ki Bechaini, Stock Gira! Kya Eurotex aur Suven Life Sciences Bannenge Naye Star? - Whalesbook","NLC India Share Price: Government ki Bechaini, Stock Gira! Kya Eurotex aur Suven Life Sciences Bannenge Naye Star? - Whalesbook",https://news.google.com/rss/articles/CBMi2gFBVV95cUxPaVlzVXV0alVWV2RZYmdELVpjT2xtcG85XzAyQ19RUGxFcXdod1duZjY5R1lvbGZLaE9iZnBIRVhxd0VDNVRDblFnLXdKajdQQXU1S1pnbUpmc0pVMUVmQ3g0d3g0cURkdGFfNlg2NE9PN1RvRTVjcVY2WGI4M0tiQ2x6b2VfQXV2NVRKSTkySml2SnNuNUVTV0xwb0FGZVZ6TjlfZ1FjYk1iOGJxallaNU8tbHpHc1YyYVpNUlF0X1ZiVG9IeDJGa1AtQVFIaURZZHU4WnlFS1BWdw?oc=5,0.035834718495607376,0.015865670517086983,0.9482995867729187,0.019969047978520393
2026-06-09 04:52:47,Markets Mojo,"Eurotex Industries and Exports Ltd Locks at Upper Circuit With 20% Gain — Buyers Queue, Sellers Absent - Markets Mojo","Eurotex Industries and Exports Ltd Locks at Upper Circuit With 20% Gain — Buyers Queue, Sellers Absent - Markets Mojo",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQN2tGWkdCTFhURThfYWc3S29WbnBpNUJoc2E3cGJoWFZxOFdpZGVxREU3RmRLTnhCX3I4WUd4RlYzN0pPMUEzcHhsdHdyeGZlc3NDNkNBbm80SG5TYjhKalA2Y0dhdTRiSmVKUnB3eGhFcDBHMVlCbzJNR2tBUkJNdlZzNTRwYlR2V3VXOFlRNEdGMGlRemZZMWRVZVV1RDlPYV9ESjVHdEdQWHZxQ3RqbTk1ZW1WM2dwem9MWUNLSnE4NU5aX0tMOGJvU3hrWFhNZFpYRm1qMUF6dw?oc=5,0.113637275993824,0.4026607871055603,0.4837019145488739,-0.2890235111117363
2026-06-09 07:10:00,marketscreener.com,"Eurotex Industries and Exports Limited Announces Demise of Hariprasad Siotia, Non-Executive Director, On June 07, 2026 - marketscreener.com","Eurotex Industries and Exports Limited Announces Demise of Hariprasad Siotia, Non-Executive Director, On June 07, 2026 - marketscreener.com",https://news.google.com/rss/articles/CBMi5wFBVV95cUxNZ0NxWnRzNUJDMFQ4S2lncE9BcWxYSlQtdUhOUkxqZXF0Qk0xNGY3WUpMYS12MlphZjZ5OHY2TGtScTlwTDBYQ3BVSnlielozdkV6Y2tUMjg2MHVuZzRaaHFUbnI5aWVyak5nNER6TzVTb2c5aWFhR1diMUpLZ295NkhSVElPb3VjY0pmTVM5LVFucVVCWTlCa1NjTVR3VXV1UlhxRHpqQmlac2pPcmFFdzBWU1VCSlljN3JuT190NDR6c1NvdHdDS1hQXzFIUDR5Nms4emhpd0lVOGpZd1hzMVB2Q0lZSHc?oc=5,0.016472255811095238,0.1663694828748703,0.8171582221984863,-0.14989722706377506
2026-06-09 07:24:06,scanx.trade,Eurotex director Hariprasad Siotia passes away - scanx.trade,Eurotex director Hariprasad Siotia passes away - scanx.trade,https://news.google.com/rss/articles/CBMixAFBVV95cUxQNGdxc1RSSjJsVjdRY1VTUWc3cFQwbm1aLXpXNVBPem5Ja3BUVnRtSlBlTUZ3R2NtekpLX3h2TFplTm1tLVdkQzFzY3ZtSmJjYTZ5QnhMTlBWTHNlaW96UnJOT1hkRXhJajFqSXA4dDc1RUwteTRZLXBzVUQteG1uZkJFOTUtZHdJbzQyOUxOLXhSWVU3Qm9DSnBBcTViay1qZUNoTzZISEJWYU8xa05RdUxGNGNLVFp0UVlGNkZZbVJrNjBk?oc=5,0.018304232507944107,0.05247445032000542,0.9292213320732117,-0.03417021781206131
2026-06-09 07:46:12,Business Standard,Eurotex Industries and Exports Ltd leads gainers in 'B' group - Business Standard,Eurotex Industries and Exports Ltd leads gainers in 'B' group - Business Standard,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOMkpVdHk3amlQZGtyVUlpa2FYcTR2MlBJZjJqcTUzZjN0RHRIMjd0XzJhOEFmWEJmVmEwMExuRXBFSzNYTlNubzAwTThQaHByQ2dlQmlsa2JGak9Ud0NueEpxWHdiT2E0OVdrSjNpN2tJeUJzTXVsU2RDc0htM0FsZ0oxUzQzUHUwR3F5NTdDamRpOF9IZDhwb3FKOExLTURXVkF1UTZfT2R2ZFdNaG40ZE1VMHRVcjJxVGRqUGJPUWNkRUtsMFJmWElGclJ5TzB1UlpmangtMFLSAd4BQVVfeXFMTmVreGRnUHV6UXhtdHhzMWZyTGpiZHRNUkZGeGFPNHRZXzMwTmpZQ2FQX2lwYkFJVkh0Q0F5OGlvSTdJejBOLVBtTjdQY3d0VVN0eUozNVNkT1JiZUtxSy1ZUmhRb2h2ZFcxeUs2cFIwUGhjci16OTNvVEt2NF8yR3VWc3l1Z2dfUFVvTUV1cDh1SDVYaTZtWUtWekhsc1ZiS2JILVBjQ2lLaXV2Wl9CUk5oSUdnVVNtTmwzS3ZMb2VXazN0X09sMHc2ZUlnNmxic0xSTHlfT1hUUmJ6Wk5n?oc=5,0.7829514741897583,0.023959660902619362,0.1930888593196869,0.7589918132871389
2026-06-09 10:09:07,TipRanks,Eurotex Industries & Exports Announces Demise of Non-Executive Director and Promoter - TipRanks,Eurotex Industries & Exports Announces Demise of Non-Executive Director and Promoter - TipRanks,https://news.google.com/rss/articles/CBMizwFBVV95cUxPclVDM2xxR0ItV0h6R0hBNXpmWXo4aXREUVF2RFhnb3FOZTB2V0dNSHNYal90UExqVGxWRUVON2RxQl9LUXUwWUxPNlUyQkNtTV9kbFM2SVY0aTNnd3l4czJMZEdqU3Vrc0l3eFpDa284MTY0a0pOMWc5eDB5Sk15WGlfRThlWWFIRnZ4ZWNucTFndEMxRjB6MzFlLUlxc1ZLMVhtSld6YUxEcFFYZzdBUlE4YWNkbHd5N2J1LXVzT2dnRnBUc2NOUzJjNTViY1E?oc=5,0.013908718712627888,0.6498953700065613,0.33619579672813416,-0.6359866512939334
2026-06-10 05:25:58,Markets Mojo,"Eurotex Industries and Exports Ltd Locks at Upper Circuit With 20% Gain — Buyers Queue, Sellers Absent - Markets Mojo","Eurotex Industries and Exports Ltd Locks at Upper Circuit With 20% Gain — Buyers Queue, Sellers Absent - Markets Mojo",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQMU92SS0wZzZwX1BEblJiTHJ4SG1VSXJ2eGstRmVpWGpOOUE3RUo2eE8wVHhHZmxWOWtjZ3BhSWhFQ3RYMHg0VXJ0Q2FxeW5lakIwNkNXOXJaT21vVlZ4VnJTNzMwQlFyZ3lUU2VKMGVjZ2g1amdsNWFLOGJKRFRJelkzNjFXY0FncnJQU1RYR21QcXZ6OWljYmtTUGNlcTJfUVZjcG9yZnJMZFpLQ1JUamNiWjdXRkFCbFNmU2ZkUFcxV0ZQb1NsUFRxcmxZVEZ0MGc1X0JLQzRXZw?oc=5,0.113637275993824,0.4026607871055603,0.4837019145488739,-0.2890235111117363
2026-06-10 07:20:42,Business Standard,Eurotex Industries and Exports Ltd leads gainers in 'B' group - Business Standard,Eurotex Industries and Exports Ltd leads gainers in 'B' group - Business Standard,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPMVZkbmtEVjFPSFZqZnhIY2pnamMwNk92cUV5MV9wd3lYRjVud0lLNVhmd3ZTYkdKTS1UMkVnbk5ZckpCUUxtbGF5RjBRQXlad18zQTBzU29UU3ltUVlVaXo1czRMN2RLM25vZFk1NnhNNjM1RkN1bGltaEpXeC1ZUVAtZkJNQ2xxVDBwWkpwcWdZZTZIRWdaUzZPODhaX3BOLTNoSm9POHU3UDgzWV9mOUZqa0hzYnN3Rmw0X1U2TkhzT05YamxlUHlUazllREt3ZTdieUVxTTDSAd4BQVVfeXFMT0V2ZWxxQWI0bkhPWmhXR2FhUzl3VFNBRndGOThlWXBCdWdQM3VZcUUxeDd6TVJfQ0gtUjJKSGpaYkwxRXRVZy11bWRobmFQLW4tVDBWbkZKY1VsU3FYTU9iNTBtMEFFSWd3dGxhTjg1X2hKUm81aDJLODhLY2FCbmN5aFpOMWlLUFFoVXA1Z2FTcTBLMGdLRF9WQU9VSFlERFJuNTVmR0NpMmlqUEFxTGVfbzAzTGMzaUdVMmpna2ZnMmhSMGk3amFSVFZtTTZQQlJ3QXktYVhjTEVVWG1n?oc=5,0.7829514741897583,0.023959660902619362,0.1930888593196869,0.7589918132871389
