date,article_count,avg_sentiment,positive_articles,negative_articles
2026-05-22,1,-0.005504963919520378,0,0
2026-05-25,1,-0.048184413462877274,0,0
2026-05-27,1,0.020812630653381348,0,0
2026-05-28,1,0.8731198823079467,1,0
2026-05-29,1,-0.6443079188466072,0,1
